College Code,College Name,College Type,Location,Branch,Category,Year,Rank,Round,Data Source
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1R",2023,6996,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1R",2024,4189,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AG",2024,5815,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AK",2023,10047,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AK",2024,4826,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AR",2023,30777,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AR",2024,282,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BG",2023,26135,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BG",2024,5011,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BK",2023,5078,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BK",2024,869,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BR",2024,590,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AG",2023,4908,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AG",2024,5225,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AK",2024,649,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AR",2023,4518,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AR",2024,5571,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BG",2024,2260,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BK",2023,7724,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BK",2024,1310,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BR",2023,28354,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BR",2024,136,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","GM",2023,6889,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","GM",2024,2217,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCG",2024,5816,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCK",2023,35218,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCK",2024,5694,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCR",2024,1918,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","STG",2024,2628,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","STK",2024,1655,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","STR",2024,2332,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","1G",2024,2654,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","1K",2024,5541,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","1R",2024,3239,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","2AG",2024,5679,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","2AK",2024,4855,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","2AR",2024,4638,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","2BG",2024,5266,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","2BK",2024,5379,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","2BR",2024,5824,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","3AG",2024,4558,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","3AK",2024,5904,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","3AR",2024,3213,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","3BG",2024,904,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","3BK",2024,545,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","3BR",2024,4500,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","GM",2024,4427,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","SCG",2024,5885,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","SCK",2024,3856,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","SCR",2024,4727,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","STG",2024,4762,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","STK",2024,2941,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Computer Science and Engineering (CSE)","STR",2024,152,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","1G",2024,2063,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","1K",2023,20662,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","1K",2024,5529,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","1R",2023,12222,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","1R",2024,1765,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2AG",2023,18899,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2AG",2024,1018,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2AK",2023,13817,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2AK",2024,2260,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2AR",2023,19769,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2AR",2024,3573,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2BG",2024,4285,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2BK",2023,9559,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2BK",2024,4475,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","2BR",2024,1211,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3AG",2023,13533,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3AG",2024,5191,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3AK",2023,9091,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3AK",2024,2431,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3AR",2024,5351,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3BG",2023,13579,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3BG",2024,3224,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3BK",2023,8840,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3BK",2024,5015,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3BR",2023,16470,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","3BR",2024,174,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","GM",2023,20194,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","GM",2024,4614,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","SCG",2023,13488,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","SCG",2024,2584,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","SCK",2023,47129,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","SCK",2024,2940,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","SCR",2023,51015,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","SCR",2024,610,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","STG",2023,63154,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","STG",2024,3808,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","STK",2023,47092,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","STK",2024,573,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","STR",2023,73204,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electrical and Electronics Engineering (EEE)","STR",2024,1188,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","1G",2024,4997,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","1K",2024,3111,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","1R",2024,1974,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","2AG",2024,4238,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","2AK",2024,3042,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","2AR",2024,1874,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","2BG",2024,2901,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","2BK",2024,3756,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","2BR",2024,1756,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","3AG",2024,420,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","3AK",2024,5779,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","3AR",2024,3085,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","3BG",2024,1547,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","3BK",2024,3093,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","3BR",2024,4224,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","GM",2024,5945,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","SCG",2024,5693,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","SCK",2024,3091,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","SCR",2024,115,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","STG",2024,2421,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","STK",2024,667,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Electronics and Communication Engineering (ECE)","STR",2024,1348,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","1G",2024,2514,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","1K",2023,75954,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","1K",2024,794,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","1R",2023,93829,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","1R",2024,4429,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2AG",2023,107637,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2AG",2024,4046,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2AK",2023,56934,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2AK",2024,5938,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2AR",2024,5587,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2BG",2023,57505,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2BG",2024,5964,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2BK",2024,4375,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2BR",2023,53820,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","2BR",2024,478,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3AG",2024,4634,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3AK",2023,81501,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3AK",2024,504,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3AR",2023,51235,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3AR",2024,3892,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3BG",2023,85313,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3BG",2024,2790,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3BK",2023,77463,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3BK",2024,1832,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3BR",2023,155592,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","3BR",2024,471,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","GM",2023,62389,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","GM",2024,1414,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","SCG",2024,2784,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","SCK",2023,193520,"FIRST","historical"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","SCK",2024,564,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","SCR",2024,489,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","STG",2024,5877,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","STK",2024,2116,"FIRST","current"
"68f11529ac0ce5fe833afbfd","Dayananda Sagar College of Engineering","Government","Karnataka, India","Mechanical Engineering","STR",2024,5989,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1G",2024,799,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1K",2024,2384,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1R",2024,183,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AG",2024,4552,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AK",2024,2198,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AR",2024,1346,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BG",2024,1362,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BK",2024,4234,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BR",2024,331,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AG",2024,3864,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AK",2024,3458,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AR",2024,3787,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BG",2024,4097,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BK",2024,113,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BR",2024,5551,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","GM",2024,3401,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCG",2024,3005,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCK",2024,1115,"FIRST","current"
"68f11529ac0ce5fe833afc04","Bangalore Institute of Technology","Autonomous","Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCR",2024,1723,"FIRST","current"
